chinese_name,english_names,english_descriptions,csi_category
咖喱牛肉饭,rice topped with curry beef,[],0
咸冬瓜蛤蛎汤,clam soup with white gourd,[],0
麻辣肚丝,shredded spicy pork tripe,[],0
中式牛柳丝,crispy shredded beef with cantonese sauce,[],0
狮子头面,noodles with pork balls,[],0
罐焖鸭丝鱼翅,stewed shredded duck with shark fin crock,[],0
豉油皇炒米粉,stir fried rice noodle with vegetables,['contains egg and soya sauce'],0
时菜鱿鱼,stir-fried squid with seasonal vegetable,[],0
核桃虾球,walnut shrimp,[],0
辔菜炒饭,fried rice with pickled vegetables,[],0
斋炸云吞,deep fried vegetarian won ton,[],0
香茜海鲜豆腐汤,assorted seafood & beancurd light soup with coriander,"['Assorted Seafood, Beancurd & Coriander']",0
肉末辽参,braised sea cucumber with minced pork,[],0
酸菜鱼片,sliced fish fillets with pickled cabbage,[],0
酸甜辔菜,sweet and sour pickled vegetables,[],0
香茜叉烧肠粉,char siu cheung fun,[],0
素农家花菜,cauliflower with fresh chillies,[],0
椒盐芦笋,salt and pepper asparagus,[],0
芽菜炒软面米粉,"fried soft noodles or vermicelli with beansprout, leek & onion","['Soft Noodles or Vermicelli, Beansprout, Leek & Onion']",0
天湖养生锅,nutrition hotpot,[],0
马拉炒饭,dried shrimp sweet corn preserved veg,"['diced mushroom brown rice', 'Malaysian style fried rice']",0
咕噜鱼柳,fish fillet cooked with sweet and sour sauce,[],0
素炒什菜,stir fried mixed vegetables,[],0
鲜菌肠粉,mushroom cheung fun,['(v)'],0
烧三鲜,"braised sliced abalone, fish maw and chicken",[],0
湘潭啤酒鸭,braised duck in beer sauce,[],0
喜字饼,steamed pancake stuffed with jujube paste,[],0
脆虾白菜心,fried shrimp with heart of chinese cabbage,[],0
鸡丝荞面,buckwheat noodles with chicken slivers,[],0
铁板咸菜牛柳丝,fillet steak in peking sauce on sizzling plat,"['Fillet Steak in Black Pepper Sauce on Sizzling Plate', 'Shredded Fillet Steak with Preserved Cabbage']",0
川椒什菜,mixed vegetables in chilli sichuan sauce,[],0
干烧鸡,dry-roast chicken,[],0
扬州炒饭蛋炒饭或自饭,yeung chow fried rice egg fried,"['Aromatic Crispy Duck', 'Rice or Boiled Rice']",0
瑶柱蟹肉蛋白炒饭,shanghai choi fried rice,"['Egg White Fried Rice', 'w Crab Flakes', 'w Salted Pork']",0
干煸扁豆,fried green beans with chinese pepper,[],0
沙嗲烤鸡串,peanut satay chicken skewers skewers,[],0
炸奶黄包,sweet egg custard buns,[],0
鸳鸯大虾,yin yan king prawns,['Deep Fried Butterfly Crispy King Prawns partnered with Stir Fried King Prawns in Szechwan Sauce'],0
烩蒜香肚丝,braised shredded pork tripe with mashed garlic,[],0
寿桃包,birthday peach-shaped steamed buns with sweet paste filling,"['Steamed Buns, Sweet Paste']",0
干锅大肠,dry wok sliced pig intestines,['An offal dish Stir fried marinated pig intestines with fresh garlic mixed peppers chilli and celery in spicy Sichuan sauce'],0
清汤竹荪海参,consommé of bamboo fungus and sea cucumbers,[],0
蜜汁叉烧肠粉,fried dough cheung fun with spring onion,[],0
虾皮炒冬瓜,stir fried slices of winter melon with dried shrimps,[],0
召盐豆腐,salt and chilli tofu,[],0
手撕包菜唐辛子炒,hand torn cabbage with vinegar and chillies,[],0
辣汁蒜茸虾,fried prawns with chilli in garlic sauce,[],0
油焖大虾连壳或去壳,sauteed king prawns with shell or without shell with ginger & spring onion in sweet tomato sauce,"['King Prawn, Ginger & Spring Onion']",0
蘑菇牛肉乳蛋派,beef and mushroom pie,[],0
豉汁牛肉,beef in black bean sauce,[],0
罗定豆豉鸡,braised chicken in black bean sauce,[],0
蒜蓉蒸带子,steamed fresh scallop with garlic soya sauce,[],0
砂锅豆腐,tofu in casserole,[],0
黑椒芦笋龙虾去壳,black pepper lobster kcal,['without shell with asparagus'],0
斋酸辣汤或斋粟米汤,vegetarian hot and sour soup or vegetarian sweet corn soup,[],0
白灼基围虾虾球,scalded king prawns with shell or without shell served with premium soy sauce,"['King Prawn, Soy Sauce, Spring Onion']",0
四季豆,french beans,['(v)'],0
松露野菌芋香饼,pan fried taro croquette with mushrooms and truffle v,[],0
烫青菜,poached green vegetable,[],0
麻辣鸭膀丝,shredded spicy duck wings,[],0
金汤佛跳墙烩饭,monk jumps over the wall with crispy rice,[],0
红豆芝麻球,sesame balls,['Deep fried sesame balls with red bean filling'],0
肉丝蛋炒饭,shredded pork and egg,"['Fried Rice', '675kcal']",0
士召鱼,black bean sauce,[],0
冬瓜青口花蛤汤,mussels clams with sliced winter,['melon soup'],0
铁板中式焗牛柳,fillet steak in cantonese sauce sizzling,[],0
咸鱼鸡粒炒饭,diced salted fish and chicken fried rice; Fried rice with chicken and salted fish,"Cơm chiên gà và cá mặn; ['Salted Fish, Chicken, Egg, Rice, Spring Onion']",0
农家香干煲,pork and smoked beancurd with green chili,[],0
咖喱焗肉蟹,baked hard-shell crab in curry,[],0
香吃茶树菇,spiced tea plant mushrooms,[],0
葱爆肥牛,sauteed beef with scallion,[],0
龙虾酸辣汤,hot and sour soup with lobster meat,[],0
烤牛肉串,bbq beef skewer,[],0
芽菜炒荷豆,stir fried beansprouts and mange tout,[],0
麻酱时菜,blanched spinach with sesame sauce,"['Roasted sesame seed paste poured over blanched spinach', 'Served cold']",0
干贝炖烧翅,stewed scallops in shark fin soup,[],0
琥珀核桃,honeyed walnuts,[],0
西兰花虾羹,shrimp thick soup with broccoli,[],0
铁板沙爹焗牛柳,fillet steak with satay peanut sauce sizzling,[],0
老醋黑木耳,black fungus with vinegar,[],0
罗汉斋脆面,sn monk's vegetable on crispy noodle v,[],0
菊花豆腐,chrysanthemum tofu lemon grass broth,[],0
素什锦,sauteed assorted vegetables,[],0
椒麻鹌鹑腿,braised quail legs with pepper and chili,[],0
牛肉盖饭,rice topped with beef ,[],0
宫保羊柳,chilli lamb fillet kunpo style with cashewnuts,[],0
豌豆糕,steamed pea flour cake,[],0
虾卷拼带子,fried scallops with prawn paste,[],0
翡翠鲍脯麒麟鸡,braised chicken with sliced abalone and ham,[],0
豉香尖椒炒豆干,stir-fry dried tofu with hot peppers in black bean sauce,[],0
中古猪,sweet and sour pork,[],0
艾窝窝,aiwowo steamed rice cakes with sweet stufing,[],0
虎皮青椒,pan fried green pepper,[],0
芝麻炸多春鱼,fried shisamo with sesame,[],0
香茜虾,fried king prawn wrapped with coriander,[],0
椒盐花枝片,salt and pepper squid,[],0
肉丝炒面乌冬干炒湿炒,stir fried noodle udon with shredded pork with without sauce,[],0
津菜罗汉卷,lo han vegetables in chinese leaves wrap,[],0
芸豆焖猪尾,braised pigtails with green beans,[],0
四川鲜虾仁,szechuan prawns,[],0
鲍鱼烧卖,pork and prawn siu mai with abalone,[],0
东坡肘子,Braised Dongpo Pork Leg with Brown Sauce; dongpo pig knuckle,[],0
鲫鱼黄花煲,crucian carp and day lily in casserole,[],0
辣大虾炒饭,spicy king prawns egg fried rice,[],0
菜胆杏包菇,sauteed green vegetable with mushrooms,[],0
四川茄子,aubergine szechuan style,[],0
菘菇脆皮豆腐,wok tossed crispy tofu,['with Shimeji mushrooms'],0
豉油牛肉,steamed beef in black bean sauce,[],0
罗汉斋卷,monk's vegetarian roll v,[],0
酱芦笋虾,king prawns with asparagus in xo sauce xo,[],0
干拌抄手,handmade thick noodle with sweet and spicy chilli sauce,['Served With Crushed Pea Nuts And Sesame Sauce'],0
三鲜伊面,mixed seafood with yee min,[],0
大虾炒乌冬,king prawns stir fried udon noodle,[],0
北京水饺,poached beijing style minced pork & minced king prawns dumplings,['Pork & Minced King Prawns Dumplings'],0
外婆红烧肉,braised pork belly in brown sauce,"['Pork Belly, Brown Sauce, Broccoli']",0
蒜香鳗片,sauteed sliced eel with garlic,[],0
酱鲜椒煎带子,fried scallops with xo sauce and fresh pepper,[],0
黄立仓豉汁蒸干煎红烧,sauce,[],0
泰式三鲜煲,spicy mixed seafood in thai style,[''],0
黑椒芦笋龙虾,black pepper lobster with asparagus,[],0
冰花芙蓉官燕,stewed bird’s nest with egg white,[],0
菜胆白灵菇,braised mushrooms and green vegetable,[],0
瑶柱蛋白虾炒饭,yeung chow fried rice with prawn and diced roast duck,[],0
叫化鸡,begger’s chicken; Beggar's Chicken,[],0
多宝鱼清蒸古法蒸,turbot steamed steamed traditional style,[],0
菜心粒粥,choi sum congee v vg,[],0
锅贴,guotie pan-fried dumplings,[],0
家乡小炒肉,country-style sauteed beef fillet,[],0
赫蓉白菜,pak choi with garlic,"['Pak choi with garlic and chef special soya sauce', '']",0
七彩豆腐羹,rainbow beancurd soup,[],0
雪蛤海皇羹,hasma and scallop thick soup,[],0
京酱肉丝配鸭饼,sauteed shredded pork in hoi-sin sauce served with pancakes,"['Pork, Spring Onion, Hoi-sin Sauce, Pancake']",0
咕噜素鸡白饭,sweet and sour mock chicken,[],0
豉油皇煎带子,pan fried scallop in soya king sauce,[],0
豆汤饭,pork wonton with house special chilli oil sauce,[],0
台湾肉羹,"shredded pork and squid thick soup, taiwan style",[],0
鸳鸯鲈鱼,yin yan sea bass,['Half of the Fish steamed with Ginger and Spring Onion Other Half Pan Fried with Soya'],0
黄瓜拌海螺,marinated whelks and cucumber,[],0
白辣椒炒鸡胗,sauteed chicken gizzard with white chilli,[],0
瑶柱咸鱼鸭粒露笋炒饭,conpoy duck meat asparagus salted fish fried rice,[],0
天皇海鲜卷,supreme seafood roll,[],0
咖喱牛腩汤面,curry beef brisket noodle soup,[],0
脆皮乳鸽,Crispy Pigeon with Sichuan pepper; crispy pigeonneau,[]; Bồ câu quay giòn,0
香辣沙爹粉丝虾煲,spicy satay king prawns and glass vermicelli in clay pot,[],0
红烧血燕,braised bird’s nest with soy sauce,[],0
炸海草,crispy seaweed,[],0
雪豆牛肉,stir-fry beef with snow peas ,[],0
斋粟米羹,sweet corn soup,[],0
虾仔炒饭,shrimps fried rice,[],0
净炒杂菜,quick fried mixed vegetables,[],0
忌廉蘑菇汤,cream of mushroom soup,[],0
全蝎望京鸭,fried duck meat with scorpions,[],0
沙茶牛松饭,stir-fried rice with minced beef and satay sauce,[],0
韭菜海蜇花,chinese chive with jellyish,[],0
海鲜酸辣汤,hot and sour seafood soup,[],0
芝麻芋条,deep-fried taro sticks with sesame,[],0
蒸点三喜拼,Steamed Dim Sum Platter,[],0
加拿大珍宝蟹,canadian crab,[],0
豉椒牛炒面,spicy beef with chilli and black bean chow mein,[],0
麻辣烤猪手,hot and spicy pork shank,[],0
豆瓣全鱼,whole fish dressed with spicy bean sauce,[],0
鲜虾韭菜饺,king prawn and chive leaf dumplings,[],0
豆腐烧鱼,braised fish with tofu,[],0
苳菇炒虾球,braised prawns with chinese mushroom,[],0
翡翠烧麦,shaomai stuffed with green vegetables ,[],0
蒜香烧汁牛仔骨,grilled veal short ribs in bbq sauce,[],0
蛋炒饭星洲炒米粉,egg fried rice spicy singapore noodle,[],0
麻辣鸭翼,marinated duck wings in spicy sauce serve chilled,[],0
翡翠虾仁,sauteed shrimp with greens,[],0
香糯粉蒸肉,steamed sliced pork belly coated with crumbled sticky rice,"['Pork Belly, Sticky Rice']",0
大虾粉丝煲,king prawn with vermicelli in hot pot with soup,[],0
卤鸭冷切,marinated sliced duck,[],0
水饺汤面,shrimp dumpling noodles in soup,[],0
蒸姜葱带子,scallop in shell with vermicelli ginger and spring onion,[],0
凉拌麻辣牛柳丝,ma la beef tenderloin salad,[],0
肉饼,minced pork meatpie,[],0
红烧毛芋头,braised taro in brown sauce,[],0
紫菜海鲜汤,mixed seafood seaweed soup,[],0
沙爹三鲜,mixed seafood with satay sauce,[],0
牛腩米粉,braised beef belly with pho,['Noodles Noodles in Soup'],0
生椒牛肉拌面,deep fried chicken cubes in chili and szechuan pepper,['Chargrilled Green Chilli Crushed With Century Egg'],0
虾仁滑蛋饭,stir fried prawn with egg,[],0
剁椒烤鱼,roast sea bass with chopped SALTED CHILLIES SAUCE,[''],0
红油饺子,poached pork dumplings in chilli sauce s,[],0
龙虾避风塘,lobster deep fried with dried shallots,"['In Salt and Pepper With Dried Spicy Chilli', 'In Spicy Sauce With Sichuan Peppercorns']",0
芦笋虾球,wok fried king prawns with asparagus,['A41'],0
日式鸡肉炒面,chicken yakisoba,[],0
咕噜斋鸡,mixed vegetable fried rice,[],0
扁豆肉丝,sauteed shredded pork and green beans,[],0
腰果炒鸡丁,stir fried chicken with cashewnuts,[],0
甜味小吃,pork dumplings with sweet and spicy,"['Chilli Oil Minced Garlic', 'Sweet Bites']",0
雷沙汤圆,black sesame dumplings in peanut crumbs,[],0
蟹米汤,crab sweetcorn soup,[],0
宫爆鸡,kung po chicken,[],0
糖糟鱼块,sweet and sour fish fillet,[],0
松软香甜豆沙包,home-made style steamed buns with sweet red bean paste filling,"['Red Bean, Dough']",0
烧海参裙边,braised sea cucumber and turtle rim,[],0
盐水鸭肝,duck liver cooked in brine,[],0
砂锅滑鸡,stewed chicken and vegetables in casserole,[],0
卤水鸭膀,marinated duck wings,[],0
黄豆芽炒豆腐,sauteed tofu with bean sprouts,[],0
酥炸鲜鱿咕噜汁,deep fried squid with sweet and sour dips,[],0
家乡炒米粉,stir fried vermicelli with assorted seafood and shredded pork,[],0
炒四季豆,stir fried french bean,[],0
猪锅贴,grilled pork dumpling,[],0
素生菜包,vegetarian lettuce wrap served with hoi sin sauce,[],0
鸡丝芙蓉,shredded chicken foo yung,[],0
白灼西兰花,sauteed broccoli with cream sauce,[],0
糖醋小排,Fried Sweet and Sour Pork Ribs; sweet and sour ribs not your usual sweet and sour,[],0
香港芥兰,hong kong gai lan,[],0
炸凤尾虾,fried phoenix tail prawns,[],0
香杏鲍菇,apricot mushroom with soy sauce,[],0
炝拌鸡胗,cold fried chicken gizzard,[],0
黄桥烧饼,"sesame pancake, huangqiao style",[],0
咖喱叉烧,roast pork char siu curry,[],0
蒜苗炒肚条,braised tripe with tofu skin,"['Tripe with Picked Green Chilli', 'J']",0
古老什菜豆腐,vegetarian ma po tofu,"['Sweet and Sour Bean Curd Tofu', 'with Fresh Vegetables']",0
素食小吃拼盘,vegetarian special platter,"['Vegetable Spring Rolls, Salt & Pepper Beancurd, Crispy Seaweed, Veggie Chicken Skewer with Peanut Satay Sauce']",0
米酒焗斑鱼球豆腐煲,braised fish fillet and tofu in clay pot with rice wine,[],0
海鲜热拼,seafood mixed hors d'oeuvres,['Prawn Satay Deep Fried Squid Toasted Sesame Prawn Butterfly Prawn Crispy Seaweed Crab Sticks in Breadcrumb'],0
百花蒸酿竹笙,steamed bamboo fungus stuffed with minced king prawn,[],0
鸡肉丸,chicken balls,[],0
粟米汤,sweetcorn,[],0
酥炸蟹钳,crispy stuffed crab claw with prawn paste,[],0
沙律虾球,stir fried chinese sausage with,"['Vegetables', 'J36']",0
豉椒炒虾球,fried prawns in chilli and black bean sauce,[],0
萝卜苗,turnip sprouts,[],0
香辣猪蹄,Pig Feet with Chili Oil; braised spare ribs in chinese sweet sour sauce,[],0
红烧豆腐鱼球煲,braised fish t beancurd in casserole,[],0
香菜鱼片汤,coriander fish fillet soup,[],0
葱花旦炒饭,egg fried rice,[],0
酸辣汤水饺,hot and sour jiaozi soup,[],0
红油水饺,traditional dumplings in chilli oil,[],0
龙虾辔饭,soaked cooked rice with lobster,[],0
百叶包肉,tofu skin rolls stuffed with minced pork,[],0
雪菜鸭丝炆红薯粉,braised potato noodles with shredded duck and preserved vegetable,[],0
鸡汤抄手,pork wonton in chicken stock,[],0
鲜蘑包公鸡,braised chicken with fresh mushrooms,[],0
豆豉牛柳,braised beef fillet in black bean sauce,[],0
乌龙吐珠,sea cucumber with quail eggs,[],0
罗汉斋菜,buddhist monk mixed vegetables,[],0
东坡方肉,dongpo cubed pork,[],0
牛肉丸,stewed beef meatballs,[],0
甜酸大虾球,sweet and sour king prawn,[],0
中式排骨,mini spare ribs in cantonese sauce,[],0
耗油牛,beef with oyster sauce,[],0
冰镇咕噜肉,steamed minced beria pork with salted duck egg yolk,[],0
雪菜鸭丝鸳鸯米,shredded duck with vermicelli and rice stick in sou,[],0
拌鸵鸟筋,ostrich tendons in sauce,[],0
梅子烧鸭,roast duck with plum sauce,[],0
香煎鸭丝腐皮卷,pan fried shredded roasted duck beancurd rolls,[],0
牛炒饭面,beef fried rice chow mein,[],0
蟹黄蟹肉鱼肚羹,serves persons pre order only,[],0
中古大虾,sweet and sour king prawn,[],0
茄子烧豆角,braised aubergine french beans,[],0
甲鱼烧肉,braised turtle with diced pork,[],0
卤水鹅胗,marinated goose gizzard,[],0
茶树菇老鸡煲,braised chicken with tea tree mushroom in a pot,[''],0
雪菜肉松拉面,hand-pulled noodle soup with minced pork and preserved ,[],0
萝卜丝鲫鱼汤,crucian carp and shredded turnip soup,[],0
召盐炸薯条,salt and pepper chips,[],0
辣味鲜虾豆苗饺,prawn and chive dumplings,[],0
豉油皇炒河,soya ho fun with silver sprouts,[],0
海鲜汤饺,jiaozi stuffed with seafood in soup,[],0
炸虾片,prawn crackers,[],0
鲍鱼扒菜胆,abalone with chinese green,[],0
黑椒鸡片,chicken in black pepper sauce,[],0
脆炸芋头糕,deep-fried taro cake,[],0
招牌杂水,Special Chop Suey with Mixed Meat and Prawn,"['133S', '']",0
鸡蓉粟米羮,minced chicken and sweetcorn soup,[],0
咖喱羊腩饭,lamb brisket curry with rice,[],0
清蒸白鳝,steamed eel,[],0
日本牡丹虾塔塔,botan prawn tartare with mango and pink grapefruit,[],0
揽菜肉松四季豆,fermented bean curd sauce,"['P55', 'Braised Egg Tofu and Meat Floss with Enoki Mushroom', 'P56', 'Sautéed Spring Beans with Minced Pork']",0
家常豆腐煲,home style tofu with minced pork,[],0
红烧牛头扣辽参,braised sea cucumber and ox head with soy sauce,[],0
盐焗鸡饭,salted steamed chicken,[],0
三鲜豆腐,sauteed tofu with three delicacies,[],0
杏仁炒南瓜,sauteed pumpkin with almonds ,[],0
北菇时菜,fried mushrooms with vegetables,[],0
香菜拌木耳,cloud ear fungus with coriander,[],0
凉瓜排骨煲,braised spare ribs with bitter melon in casserole,[],0
拌鲜核桃仁,fresh walnuts in sauce,[],0
中式羊大虾三鲜,lamb king prawn mixed seafood,[],0
冬瓜虾仁粉丝汤,chinese melon prawn and vrmicelli soup,[],0
椒盐吊筒仔,salt & pepper baby squid,"['Salt, Pepper, Baby Squid, Onion, Potato Starch']",0
琥珀花生,honeyed peanuts,[],0
沙爹牛,beef satay,[],0
酸菜魔芋豆腐,wok fried chinese sauerkraut with,"['Konjac Tofu By Sichuan Style s', 'A9']",0
孜然羊肉串,cumin lamb skewer,['Grilled Lamb with cumin spices on skewers'],0
尖椒香芹牛肉丝,sauteed shredded beef with hot pepper and celery,[],0
腰果鸡丁,chicken with cashew nuts,[],0
日式咖喱鸡饭,japanese chicken curry,[],0
八宝鸭丁,diced duck with eight delicacies,[],0
蒜蓉蒸大虾配粉丝,steamed garlic tiger prawns with glass noodles,[],0
黑椒牛柳煲仔面,black pepper fillet steak on crispy e fu noodle,[],0
麻辣牛展,beef shin in chilli oil dressing,[],0
甜酸素鸭,sweet and sour mock duck,[''],0
干炒牛河牛肉炒才一,dry fried hor fun with beef,[],0
千年皮蛋配菜心,choy sum with century egg,[],0
水煮鲈鱼卷,sichuan style sea bass rolls in chilli sauce s,[],0
北菇扒大鸭,braised duck with dried mushroom,[],0
麻辣耳丝,hot and spicy shredded pig ear,[],0
彭家豆腐豆腐,peng's beancurd with minced pork,[],0
油辔龙球,quick fried dover sole fillet with seasonal green,[],0
干锅手撕鸡,griddle hand-shredded chicken; Shredded Chicken in Flavor Pot,[],0
蒜蓉炒中国菜心,stir fried choi sum with garlic,[],0
东来顺精选牛眼肉,donglaishun superior beef eyes,[],0
春芽豆腐丝,shredded tofu with bean sprouts,[],0
椰香竹笙黄焖燕窝羹,braised birds nest with coconut and bamboo pith in superior stock,[],0
豉味风爪,chicken feet black bean and chilli,[],0
水煮猪肉片,spicy hot poached sliced pork in chilli oil,"['Pork, Lettuce, Garlic, Chilli, Sichuan Pepper Corn']",0
海蜇薰蹄,cold marinated pork with jelly fish,['Dim Sum Menu'],0
姜汁皮蛋,preserved eggs in ginger sauce,[],0
香煎罗汉素菜饺,pan fried lo han dumpling steamed vegetable and nut dumplings,['Spring Onion Pancakes Seaweed and Pickled Vegetables'],0
炸春卷,spring rolls; Fried spring roll,['Spring Onion Pancakes Seaweed and Pickled Vegetables'],0
蒜香葱油饼海草及酸菜,Spring Onion Pancakes Seaweed and Pickled Vegetables,[],0
辣汁龙虾,chilli lobster,[],0
香辣牛根腩煲,braised beef brisket and tenderloin in home made spicy sauce s,[],0
孜然寸骨,sauteed spare ribs with cumin spice,[],0
红曲鸭膀,braised duck wings seasoned with red yeast,[],0
蒸肠粉,steamed rice rolls,[],0
齐干牛柳丝,crispy mock chilli beef soyabean protein,"['spicy dishes', 'nut dishes', 'ingredient', 'special dietary needs please notify the staff who will be happy to help', 'LYS textindd']",0
什菌扒豆腐,braised beancurd with mixed mushrooms,[],0
口水鸭肠,duck intestines with chili sauce,[],0
阿香婆石头烤肉,bbq beef with spicy sauce,[],0
干锅虾球匕术儿锅炒,dry wok prawn ball off the shell,[],0
猪牛牛丝,pork beef shredded beef,[],0
姜葱蒸鲈鱼去骨,sea bass boneless with ginger and spring onions,[],0
黄焖鱼翅,stewed shark fin in brown sauce,[],0
榄菜肉末豆角饭,stir fried green beans with minced pork and olive pickles,[],0
马蹄鲜虾肠粉,steamed rice rolls with shrimps and water chestnuts,[],0
玉米羹,swet corn soup,[],0
京汁猪扒饭,pork chops in peking sauce,[],0
蟹黄金钩翅,braised shark fin with crab roe,[],0
酸辣皮蛋,preserved duck eggs with green peppers,[],0
潮式凉瓜排骨,"spare ribs with bitter melon, chaozhou style",[],0
红烧肉末茄子,braised minced pork with aubergine,[],0
虾枣鱼丸豆腐煲,seafood and tofu in casserole,[],0
金汤酸菜鱼酸辣煮,sea bass fillet with sichuan pickles,['IN GOLDEN SOUP'],0
小炒脆骨,sauteed gristle,[],0
西兰花牛柳,sauteed beef tenderloin with broccoli,[],0
上汤焗龙虾,baked lobster in thick stock,[],0
铁板葱爆羊,sliced lamb with spring onion on sizzling plat,[],0
原味虾烧麦,prawn shaomai,[],0
鸡茸蛋白粟米羹,sweet corn soup with chicken,[],0
糖醋白菜墩,sweet and sour chinese cabbage,[],0
黑椒炒甲鱼,sauteed turtle with black pepper sauce,[],0
干锅有机花菜,stir fried pork with organic chinese,['cauliflower in spicy chilli sauce'],0
鲜墨鱼水饺,cuttlefish dumplings,[],0
餐前小碟,selection of cold mini starters,[],0
米酒酿吉拉多生蚝,fresh gillardeau oyster with rice wine and szechuan yellow pepper sauce,[],0
盐水虾肉,shrimp cooked in brine,[],0
咸肉菜饭,shanghai choi fried rice,['w Salted Pork'],0
子姜虾,sauteed shrimps with ginger shoots,[],0
海参过油肉,light-fried pork with sea cucumber,[],0
子姜牛肉,sauteed beef with ginger shoots,[],0
蟹籽小笼包,baozi stuffed with pork and crab roe,[],0
药味炖生中虾,simmered prawns with medicinal herbs,[],0
菠萝虾球,sauteed prawn with pineapple,[],0
凉拌牛健子肉,spicy beef shank,[],0
酥炸凤尾虾,deep fried butterfly prawns,[],0
素春卷,vegetarian spring rolls,[],0
香茜带子饺,"Steamed scallop and coriander dumpling; jiaozi stuffed with scallop, prawn and coriander ",[]; Cảo sò điệp,0
腐竹粉丝,ants climbing a tree bean thread noodles with minced meat,[],0
兰花大虾球,prawn with chinese broccoli,[],0
龙须蟹枣,fried crab meat,[],0
上海粗炒,stir-fried noodles in shanghainese style,[],0
周公三鲜浓汤面,"noodle soup with fish maw, abalone and sea cucumber",[],0
芒果布丁,Chilled Mango Pudding; mango pudding,"['Mango, Pudding Powder']",0
干拌顺风,pig ear in chili sauce,[],0
油辔石斑球,fried halibut balls,[],0
橙汁麒麟鸭,roast duck in orange sauce half,[],0
炒蟹,sauteed crab,[],0
香葱炸两肠粉,fried dough stick v,[],0
四川羊大虾三鲜,lamb king prawn mixed seafood,[],0
豆苗羊肚菌,braised yellow fungus with pea sprouts,[],0
农家花菜豚肉唐辛子炒,cauliflower with sliced pork and fresh chillies,[],0
蔬菜篮,mixed vegetables,[],0
殷豉炒肉蟹,sauteed hard-shell crab in taiwan black bean sauce,[],0
牛柳卷,fillet steak roll,"['Fillet Steak,Vegetables']",0
鸡煲海虎翅,braised tiger shark fin in chicken soup ,[],0
酱鸡粒炒饭,chicken fried rice with xo sauce,[],0
果汁藕片,marinated lotus roots with fruit juice,[],0
拌豆腐丝,shredded tofu,[],0
宫保爆鸡丁,kung pao chicken with dried chilli and cashew nut,[],0
北菇滑鸡煲,chicken and mushroom pot,[],0
鱼香肉松茄子煲,sizzling aubergine braised with minced pork in sea spice sauce s,[],0
油豆腐粉丝汤,fried tofu and vermicelli soup,[],0
豉椒牛,beef with green pepper and black bean sauce,[],0
溜丸子,stir-fry pork balls with brown sauce,[],0
煎酿三宝,grilled stuffed beancurd green pepper and aubergine,['with prawn paste'],0
鲍汁花菇烧鹅掌,braised goose webs and mushrooms in abalone sauce,[],0
辣子鸡,Deep-fried Diced Chicken with Szechwan Chilli Peppers; fragrant chilli chicken,['Stir fried tender chicken pieces with dried hot red chillies garlic Sichuan peppercorns and red chilli oil until spicy and fragrant'],0
剁椒芋丝蒸,bean sauce/steamed with chopped chili pepper and chinese yam,[],0
蛋酥樟茶鸭,smoked duck with egg crust,[],0
素菜松,minced mixed vegetable wrapped in lettuce,[],0
麻辣凉拌美容蹄,trotters in garlic sauce in spicy chilli,['and Sichuan peppercorns'],0
红油耳丝香辣耳丝,shredded pig's ear in chilli oil,['in hot and spicy sauce'],0
三鲜河粉,shf seafood rice stick ho fun,[],0
南非花胶,south africa fish maw,[],0
葱油煎饼,pan-fried scallion pancake,[],0
双椒牛肉,beef sliced with green and red peppers,[],0
龙凤琵琶豆腐,"steamed tofu with egg, chicken and shrimp",[],0
春菇烧麦,mushroom shaomai ,[],0
蒜香排骨饭,rice with spare ribs with garlic,[],0
姜葱鲜鱿,squid with ginger and spring onions,[],0
新鲜时蔬,coprinus crab comatus enoki mushroom,['Mix Vegetables Platter'],0
豉椒牛炒河,beef in black bean sauce and green pepper rice sticks,[],0
清蒸甲鱼,steamed turtle ,[],0
酱皇煎封龙利,pan fried whole dover sole in xo sauce,[],0
金钱带子,scallops in crispy crumbs,[],0
东北三鲜锅贴水饺,leek prawn and minced pork,"['Dumpling', 'Guotie', 'Traditional poched pr', 'dpling ith vegetables frsh', 'TASTING VERY']",0
素粟米羹,vegetarian sweet corn soup,[],0
拌茄泥,mashed eggplant,[],0
白云凤爪,chinese style chiken feet,[],0
菜心炒肉片,sauteed pork slices with vegetable heart,[],0
紫菜蛋花汤大小,sealaver and e p,[],0
砂锅三菇,stewed three kinds of mushrooms in casserole ,[],0
鲍鱼丝金菇焖伊面,soft-fried noodles with mushrooms and shredded abalone,[],0
串鸡,chicken satay on skewer n,[],0
滑蛋牛肉粥辔椒凤爪,beef and egg congee,['Chicken Feet with Pickled'],0
蒸杂锦素菜饺,steamed vegetarian dumpling platter pcs,[],0
酱鸡腿拉面,hand-pulled noodles with marinated chicken leg,[],0
木瓜炖百合,stewed papaya with lily bulbs,[],0
日式芥辣虾球,crispy king prawn marinated in wasabi,[],0
香菇鸡丝粥,congee with black mushrooms and shredded chicken,[],0
蜜辣鸡丝,crispy shredded chicken with honey chilli sauce,[],0
四川肉,spicy pork szechuan style,[],0
香油蟮糊,braised shredded eel with sesame oil,[],0
桂花炒肉蟹,sauteed hard-shell crab with osmanthus,[],0
虾肉红油抄手,prawn and pork wontons,['in Spicy Sauce'],0
咖喱鸡面,curried chicken on soft noodles with delicious,['CURRY SAUCE'],0
什烩虾,braised shrimps with vegetables,[],0
